title,issn,cn,sponsor,compound_if,comprehensive_if,tags,categories,major_categories,detail_url
"新科幻(科学阅读版)","2095-1876","14-1363/N","山西省新世纪专家学者协会","","","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqzxCC1iHjo8he6g8YcyXeTPe2h5Mw02KAMzuUTz-6uIwcup7f7_jDsYktCr0ZgFVLAh__DWn15KmtDFtTqNzDdP95Xrhbm4831fuwMM4c_Q==&uniplatform=NZKPT&language=CHS"
"新课程","1673-2162","14-1324/G4","山西三晋报刊传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMPp6uzOxkPBPO4bb4WqZVefc73eYq2UYvfEF78C56Bd0LfURZWfAm0jfFzVY6MyD7cSfsEzGksSzufgPyvx9dRWypYpVYqP1WKqG058X6p3w==&uniplatform=NZKPT&language=CHS"
"新课程(下)","1673-2162","14-1324/G4","山西三晋报刊传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINj8z6rhOa5BTldFmAanKsN-NTgo3Gds3RIY3v2Vvmx7p12ghWZ7zXNFvRhnzT9wiwHBUERxP8b0Z7sAQFdKek1v0v8kIYnDttZW4MjNWhpzg==&uniplatform=NZKPT&language=CHS"
"新课程(中)","1673-2162","14-1324/G4","山西三晋报刊传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMXOm9dphlrcDcx74JjcVfBNHV5nEAgW73N-1zpVQ3V07A==&uniplatform=NZKPT&language=CHS"
"新课程导学","1673-9582","52-1148/G4","贵州人民出版社有限公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOpKDa5_aZStXU8wGEDQ7gfuhVcL1H_qkKN7_hs7ayU-2UdTm-CqTJQgEZkSaS8tHvvGKnOx7P7kHiZjgOHaur2kQmliCapJ1P1dhZBTKD58g==&uniplatform=NZKPT&language=CHS"
"新课程教学(电子版)","2095-5081","11-9320/G4","北京师范大学音像电子出版社","","","","初等教育|中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4cQKWYZtM_IS9eg7Wu5_13kia6seXdiXLVf9S6-UPH1L67fFIZALFUdwOVY6gZMJeaZurkciWdGqKisjSTvrLHRmYAisA8P1POlCRFrq3BA==&uniplatform=NZKPT&language=CHS"
"新课程评论","2096-1324","43-1530/G4","湖南人民出版社;湖南省新教材有限责任公司","","","","学前教育|中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPgctK6GTVZwMhoz4MhragWfOzS06GOwvqvhTWfTdNi08UopkSlzMUaXBsKd-rOn5zjyrG1kN-8NnNXj_eFwHIX5DUhw-LF7jvhu7JNCqx_Ww==&uniplatform=NZKPT&language=CHS"
"新课程学习(上)","1674-697X","14-1353/O1","山西教育教辅传媒集团有限责任公司","","","","初等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4cQKWYZtM_IS9eg7Wu5_13kia6seXdiXLVf9S6-UPH1L67fFIZALFUdwOVY6gZMIrdooq9PbWHuCqDJbkkkCWLR986ScMcEKdgTErKkSEjw==&uniplatform=NZKPT&language=CHS"
"新课程学习(下)","1674-697X","14-1353/O1","山西教育教辅传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINj8z6rhOa5BTldFmAanKsN-NTgo3Gds3RIY3v2Vvmx7p12ghWZ7zXNFvRhnzT9wixXdckbJurJDQ2BJz3DY51IihIbCuE8dx_COLASaKvznA==&uniplatform=NZKPT&language=CHS"
"新课程学习(中)","1674-697X","14-1353/O1","山西教育教辅传媒集团有限责任公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINj8z6rhOa5BTldFmAanKsN-NTgo3Gds3RIY3v2Vvmx7p12ghWZ7zXNFvRhnzT9wixbqakHBgxLEdqscEcU3MGJU9_4rsdYsD9IC5GkRsP3tg==&uniplatform=NZKPT&language=CHS"
"新课程研究","1671-0568","42-1778/G4","湖北长江教育报刊传媒集团有限公司","","","","教育理论与教育管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM29qSe6SJKbn-Xi_ZW-Kyv_IolyTjKW7vfw9tt07Rld1XI-rrUrsvsz1IB-E8c7eGYMtOUr4NmMs5JMvkcY4xANs2Mojc_vEQCAYNeqoZSng==&uniplatform=NZKPT&language=CHS"
"新课程研究(教育管理)","1671-0568","42-1624/G0","华中师范法学;长江教育研究院长江出版集团大家报刊社","","","","教育理论与教育管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM29qSe6SJKbn-Xi_ZW-Kyv_IolyTjKW7vfw9tt07Rld1XI-rrUrsvsz1IB-E8c7eEL4Ps7a4ebkqyomSamUMz9T8PYDgE-vHgMdsSmugXAaA==&uniplatform=NZKPT&language=CHS"
"新课程研究(下旬刊)","1671-0568","42-1778/G4","教育部基础教育课程教材发展中心;湖北长江报刊传媒集团","","","","教育理论与教育管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM29qSe6SJKbn-Xi_ZW-Kyv_IolyTjKW7vfw9tt07Rld1XI-rrUrsvsz1IB-E8c7eH0oXPxEJKPJGY3bVQ651p7Nc6qLgCQRrUST8H7sdeOAQ==&uniplatform=NZKPT&language=CHS"
"新课程研究(中旬刊)","1671-0568","42-1778/G4","湖北长江报刊传媒集团","","","","职业教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINbUSqYOMwH2DQA2FEvsuToFm7BjfhS50pL_WPTFBYXpY-InRAeg8yQcy6u2VtG9BYLqgAXiiDa85F4Qy7UUtj43VDGuvJ7mzqc3eDCUBDikQ==&uniplatform=NZKPT&language=CHS"
"新理财","1672-0377","11-4862/F","中国财政经济出版社","","","","经济与管理综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIORQ3GliXAyNxOI4P7IrlN9_nz8ej_noQrwDtZfwr4JmJvWhFZZTCrUyo_ZGZyrPJoeZbKX-l-ASxezWuSfA1m5EO86pn3HSIgyLetuYk7Xag==&uniplatform=NZKPT&language=CHS"
"新理财(政府理财)","1672-0377","11-4862/F","中国财政经济出版社","","","","宏观经济管理与可持续发展","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOtYQHinkllUOr3BQd2kYSoLmzPGiXi4i4WgYAu9N9mpmw8flwElDF1tvxyfoT3S2yIdNF-hI6oNnArhnCkAnA2UW17-R28r7_dgxUxti6zTg==&uniplatform=NZKPT&language=CHS"
"新媒体传播研究","2097-6372","14-1415/G2","山西大学","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMcC3u4INSXADIiZsihpq8GZ_5ruMHb9EDWzEHqT-aacpOD_7wefJNWiD6FWYktYX6OQmSbdmbxC_EYvg3N-nz3negxn02vTttv4v8WisQEhQ==&uniplatform=NZKPT&language=CHS"
"新媒体公共传播","","","郑州大学新闻与传播学院;郑州大学新媒体研究院","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMXA1JWIaO8RQRmPkl75cTCtmcDpr3ammIB_CaCBJ-hNgw==&uniplatform=NZKPT&language=CHS"
"新媒体研究","2096-0360","10-1330/G2","中国科技新闻学会","0.838","0.163","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4KP_0LOA1sVfLD8fb3JNl62QET7spMQZxCMoXDIO6odE4c4ZPGcVsji4jtS6ZOJC-DSbPCBobrlZ-smE0AStnX464HAqXpaEovOhTTSPU1w==&uniplatform=NZKPT&language=CHS"
"新媒体与社会","","","上海市哲学社会科学创新研究基地——上海交通大学新媒体与社会研究中心;上海市人民政府决策咨询研究基地——谢耘耕工作室","","","网络首发|增强出版","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMWqC9nMtnmig7Yk7H8Po7WWQDlDIV7LAT6n9gqF2qWmLQ==&uniplatform=NZKPT&language=CHS"
"新媒体与网络","2097-4248","61-1531/G2","西安交通大学","","","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMXGIRLEaoV8exayF-gL7aEgdpdKo8fDN80ssol66XvFAw==&uniplatform=NZKPT&language=CHS"
"新美术","1674-2249","33-1068/J","中国美术学院","0.373","0.226","","美术书法雕塑与摄影","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMbfnIB2smb8DlvEVnQdiK2WwMNyidSgITl0DCVJLkSfejnTlBikS8T76SaOigius1hlKxfopsM38PKOZ3DIm15HGfwIQGAFEbZT5ItJirUXg==&uniplatform=NZKPT&language=CHS"
"新美域","1009-7066","14-1282/J","山西省书画院","0.171","0.058","增强出版","美术书法雕塑与摄影","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOBACHl5d2qDZSxHL0TJDI3abUqYtAZfUZ6kiWCyl6wBQP9h_mENgt9KwVrttc65q2vPuoshNJ3HiyXr4l45tIxcPMYRaWSNwb4SdQeUAODgQ==&uniplatform=NZKPT&language=CHS"
"新民周刊","1008-5017","31-1802/D","上海报业集团","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPNAsM8T_tdSWRkRTvP7v_LsiFfqD8uUgLYRgq4XTyxBC41Rt3wKFfQofkBLXg1Ehjg58wMYWnvbyEJGKK_tAd6LjofhMbv0wK7bOGVLuVE0A==&uniplatform=NZKPT&language=CHS"
"新能源航空","2097-2636","21-1619/V","沈阳航空航天大学","","","","航空航天科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINxUJwiAiMIWaHh0ZOnXxPgUVHAGzl4rqWx69YIyY7ropXDBCJdQqjLHxvo6ECA0RXdgmNGt6MXJM_0_h8szEpvC9FkOQtwbWMpmd2MsFZf0w==&uniplatform=NZKPT&language=CHS"
"新能源进展","2095-560X","44-1698/TK","中国科学院广州能源研究所","1.178","0.767","网络首发","新能源","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINbRb2TzYHwPKa_DK3sZb3fc4QfQ-AjD951WKUiVxz_qQqf45YQHHF1OvQYZOyJkD6NNfS-8jWi3w_a04MFmrJX5-bc4jywTzCdam3UawF03Q==&uniplatform=NZKPT&language=CHS"
"新能源经贸观察","","10-1125/F","中国国际贸易促进委员会贸易推广交流中心","","","","工业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ-HcZo3H5usUNujQxKBbwELG7cHEG7CPTe3iyrOrIapo02QA0CXsLZbYdZ-QmNAEaYhA27asaRjvpwKSAhAGf1ACfa1j3ARu5OGIUWXMxxw==&uniplatform=NZKPT&language=CHS"
"新能源科技","2096-8809","32-1894/TK","江苏省科学技术情报研究所","","","","新能源|工业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINbRb2TzYHwPKa_DK3sZb3fc4QfQ-AjD951WKUiVxz_qQqf45YQHHF1OvQYZOyJkD7xvTR1ykjn60fB55Bybo6b8KiOxoB4RJorL3q9llLXbg==&uniplatform=NZKPT&language=CHS"
"新能源与智能网联","","","吉利学院","","","","汽车工业|计算机软件及计算机应用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6H4yne0oog2_jWPAnUJjhcZ4TXsvlPUBzLRGJ_Et5kCtBAnzqg1HHIcUCnyJazeq2kd_pMj2sfs-e6kJ_MTrKEoIOsCq8Q2gDDHWIArdrLg==&uniplatform=NZKPT&language=CHS"
"新农村","1008-2182","33-1064/S","浙江大学","","","","农业综合|经济与管理综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOx3gBwcAEWhJ4FUGSMk8JCSsj0cx-d8ifDs4Abv8_SefGk03an3x4rjNbPOpka-pzj37-YLI93itr0SIK9UzSTgywY23PicE457GzcI6KexQ==&uniplatform=NZKPT&language=CHS"
"新农民","1674-9952","13-1160/C","河北省农业产业化项目服务中心","","","","农业综合|农业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOx3gBwcAEWhJ4FUGSMk8JCSsj0cx-d8ifDs4Abv8_SefGk03an3x4rjNbPOpka-pzgV7wuWMOKS5E68pzbYcuT5bssrKyFlafQhDK8k2pKAw==&uniplatform=NZKPT&language=CHS"
"新农业","1002-4298","21-1091/S","沈阳农业大学","","","","农业综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOx3gBwcAEWhJ4FUGSMk8JCSsj0cx-d8ifDs4Abv8_SefGk03an3x4rjNbPOpka-pzdAvLrRhIMmyIoTdKOWpGWsCZpRginlocYyPZmo9tGZw==&uniplatform=NZKPT&language=CHS"
"新前程","1674-1773","11-5230/F","中国国际贸易促进委员会;中国国际商会","","","","人才学与劳动科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPbKK0x-kGeL5GWONZprMyPrLm6JVJHJxUZfaZneZDbnktoPcaUy1s2dKlFfxNo2rPehi4wVt9inKse7PjxDuklfid_Rr1IBSZXYGZd7meViA==&uniplatform=NZKPT&language=CHS"
"新青年(珍情)","1002-3593","23-1008/C","中共黑龙江省委奋斗杂志社;共青团黑龙江省委员会","","","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINz8iSgbj7Fie6qtjeLQXKck9Ycs6fYqlJjjHiMQNDR0w0RAxTgdeCwHOZ-CgpvrDwo8-c77aYJu86M7UIoaDllpWG370uRs7veQWEq0VuJ0A==&uniplatform=NZKPT&language=CHS"
"新人文","","","四川大学文学与新闻学院","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMIl1xWQNTq2MVHJB22s6vU8Mpxdhv8fz3WHCqaQgXT1GxinXmvQg9y3B9FxdspQmyVJHwCttccmXbHrMQ3CUkbLPCj7IG8Dr_yPCveJoqHDA==&uniplatform=NZKPT&language=CHS"
"新少年","1002-6231","21-1005/C","辽宁报刊传媒集团(辽宁日报社)","","","","初等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMeQIPRQWu37tAEaGovRoLDbFK0dIv4oshh_fPtTwaTu4BvfAs-oeL9bxsVuYoEf8fBRUjPXikLxfftatGPMEoM9DBHXzGtMM88NgJH7eFyXQ==&uniplatform=NZKPT&language=CHS"
"新生代","1672-9293","51-1648/C","共青团四川省委","","","","中国共产党|社会科学理论与方法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO3dd3aVPCDGqCYTgsd95OVt7pe65Bht2NQtsf8Xkiv6-MGmYHya_AsBF2kjIEJGVjEOuCffndvF_S15kDw2WA5AqDx9Ena2XiTFzzJ7V6QMQ==&uniplatform=NZKPT&language=CHS"
"新声巧语:人间佛教学术论文集","","","上海大学文学院","","","","宗教","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM50sxa5j2Db2IiPODCG-H0wYK6JnJgCM2OQ4HCRuRvesbhuJtttLvozaQ89Uh8_-A1y3Lmq8SQNiCPOfTyI9mFw1jlTo7-i1JXmgI4gYeBaw==&uniplatform=NZKPT&language=CHS"
"新时代""枫桥经验""研究","","","杭州师范大学枫桥经验与法治建设研究中心;西北政法大学枫桥经验与社会治理研究院;安庆师范大学六尺巷和解文化研究中心","","","","政治军事法律综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgK5m_qVf0kgucwISIx1FTXWOnXO6gfrt1YlwbMzKTa9dxF1oEHDQy-KN0KTmtqsh4bCLhmRlvH4NhkW7jL_WpkUV1w37TZG5Wf2V0W-u93A==&uniplatform=NZKPT&language=CHS"
"新时代的脚步声","","","江苏省陶行知研究会","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMUnwJrHnxrJtSET0h-DecC3ef-GQiy7UH9nn7xFJ-1K4w==&uniplatform=NZKPT&language=CHS"
"新时代马克思主义论丛","","","贵州师范大学马克思主义学院","","","","马克思主义","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINXFBCqo9EepIU7bXtapnzz_mlA3LoBEpgO5t_xWpbNLYBSI3hlsZ8_bA6qvPEunC3H8RpLCjy3Z9ijY8iaX0p63qYudHVLYcJCpRNCORNiHA==&uniplatform=NZKPT&language=CHS"
"新时代外语教育论丛","","","燕山大学外国语学院","","","","外国语言文字","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMK9m6mrN5huDXmuvUIG50RS4QE3UACA2mh_KVVHjNs4Mh8mQ0VCIahleKMXb_nPrTcfjFg5eI5HFoMszKXclMs9ycLmiDvjdmfRRDy0dy-8Q==&uniplatform=NZKPT&language=CHS"
"新时代语文教育论丛","","","中国语文现代化学会语文教育专业委员会","","","增强出版","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMWlwdKMBd4YUejwatOen7UnG5x2h8K_-xfW5Ggkic89XQ==&uniplatform=NZKPT&language=CHS"
"新史学","","","中国人民大学清史研究所","","","","中国近现代史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPH4X6UybtuPBozwi7ky96jBg8ebGPYoe4Sk-rCm65drUBSWn145AbISI2skIgWMymtVSrlTy6qNsjqJoqNc8-dPyv3zTY0L9fReyGpDkQNZA==&uniplatform=NZKPT&language=CHS"
"新史学(上海师范大学)","","","上海师范大学人文学院","","","","史学理论","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM08R0il0rYfyNTxyIbSCZtM3aSmNiQ4LLZcDv5Hg-LBco-6AzVZNXPYWBWgHkH9gnhzQXohmqKcsdWk23tq1GXUOCod9rWUqp0bbOOoVcjoQ==&uniplatform=NZKPT&language=CHS"
"新世纪剧坛","1672-6367","21-1491/J","辽宁省文化艺术研究院(辽宁省文化资源建设服务中心)","","","","戏剧电影与电视艺术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP7-wvgk45bqs90K0LzBVgGaseKWMOWbKQwOSjFow5xQnUYI8V3qUHHsyKQEGi1rZMar2ZB6WVqc0knMCDjo2JizYdcPNoWwkm8Jze54e0R_w==&uniplatform=NZKPT&language=CHS"
"新世纪论丛","","","广西社科院社科专家服务中心","","","","基础科学综合|教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqzxCC1iHjo8he6g8YcyXeTPe2h5Mw02KAMzuUTz-6uIwcup7f7_jDsYktCr0ZgFUzKMXbrJukXhVufq-HRSBti3nEzTlhQh2WKOn-sa-lVQ==&uniplatform=NZKPT&language=CHS"
"新世纪水泥导报","1008-0473","51-1510/TU","成都建筑材料工业设计研究院有限公司","0.199","0.133","网络首发","无机化工","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP8JbFATCysBcbsuJGM4EXEj7U42T5KFOn7fAMLCkm5aYO3XLm_9tbdI5Cil-tRRy75cfJMzke2i5wYXG1RZVYrRZxmH7OdDmavYeqJgaCKdQ==&uniplatform=NZKPT&language=CHS"
"新世纪图书馆","1672-514X","32-1691/G2","南京图书馆;江苏省图书馆学会","1.674","1.267","","图书情报与数字图书馆","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINLcjJbyo4prO3nD-3TTIfKdx8Lu7YZt_894WbXzvLk2uitV8e8IHQA3VvwNhrd-KL_ILngjlA57B3-sEQFS-02GODcnPSiHaOcunFxz7Ci0w==&uniplatform=NZKPT&language=CHS"
"新世纪智能","2096-6806","32-1878/G4","江苏凤凰报刊出版传媒有限公司","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPFk23yDx6c8ryKR49ECgKhrUfunB1c1O8m5itsVZr9ZKTJhV0HWBstwevnmIPCBMU1Z5FKq7GKVYTl7WAy-AmSHLvtYosotddQoe5zxv7bNQ==&uniplatform=NZKPT&language=CHS"
"新视野","1006-0138","11-3257/D","中共北京市委党校;北京行政学院","4.067","2.256","网络首发","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP_j9_4tG2DKvZPRBT2zIytuC4RIBQUoG1XyEy3bQt4gHBml0XZv_sTLcLjKEEJ94BFf9eRUXqnCPx3qemIZJS4ig6wZEIIXfwIEP1NcnVukQ==&uniplatform=NZKPT&language=CHS"
"新丝路(下旬)","2095-9923","61-1499/C","陕西省社会发展研究会","","","","社会科学理论与方法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINaybdV4ruutGHzhGKmMYSHea0x68Kf00ybF2gGVmV4_NGMCEhrOK4CzG0XgJyIedPQomJ5-rGEGpw5m-Cv2NDIXN8OR7SiuA-mnqgJ0x2Lyg==&uniplatform=NZKPT&language=CHS"
"新丝路学刊","","","上海外国语大学丝路战略研究所","","","","经济与管理综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIORQ3GliXAyNxOI4P7IrlN9_nz8ej_noQrwDtZfwr4JmJvWhFZZTCrUyo_ZGZyrPJr37x8GuWdw2W-l8KKXQg79EF1TZMyACwb0gA9jmh4JTQ==&uniplatform=NZKPT&language=CHS"
"新宋学","","","复旦大学中文系;中国宋代文学学会","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMIl1xWQNTq2MVHJB22s6vU8Mpxdhv8fz3WHCqaQgXT1GxinXmvQg9y3B9FxdspQmwhlVZ6AkPDbUY7XpUVFNlt9ztxIpB216DkGUmqh5LiJw==&uniplatform=NZKPT&language=CHS"
"新体育","0441-3679","11-1457/G8","中国体育报业总社有限公司","","","","体育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINK-aNuniCSCzV3w_1ecgvqMRW_Or3dZ7euUOjpxvrQf1yCzaVToqph1ukBzj4ywWCG61cuMUhAYQWIDCcUv86LtTKjRrS2TpQkP_9VXY3zzQ==&uniplatform=NZKPT&language=CHS"
"新文化史料","1007-3744","11-2440/G2","中国文化报","","","","文史哲综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPiQdSwZv5JgGNqwM1f826tyL2k7XvKiWsOVyRlKNRD_Btgx9wJ2crEiQsaX5-klG-Vz0v3GlJT7_ZO-mLVimCP7w2mUvoeQx_tOnazCS5znA==&uniplatform=NZKPT&language=CHS"
"新文科教育研究","2096-966X","42-1915/G4","中南财经政法大学","1.512","1.291","网络首发|增强出版","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMkxoYMFjoZyoi-3oz9O6_JAIzQYQLU8KQWQR1BOVNLPHFfl4RArs5iUCiqjPnoA6z9iEjNRxo6m7Mj5gVCHzIQdb5qsLqBeKdOlFzHvky2sg==&uniplatform=NZKPT&language=CHS"
"新文科理论与实践","2097-0919","37-1535/G4","山东大学","1.247","1.141","","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMkxoYMFjoZyoi-3oz9O6_JAIzQYQLU8KQWQR1BOVNLPHFfl4RArs5iUCiqjPnoA6yaeLguHfcWJ18Hhtc-7LXPgkXX8jH0yghtw6iuLqhXtg==&uniplatform=NZKPT&language=CHS"
"新文学评论","","","中国新文学学会；刘醒龙当代文学研究中心","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOy30Du3m_47TC_0PkSV4kwIjIbGV2cwwky27AxHJq6MdTcionW_j1QqtjuFquig0r1iR9JYm58aBOknvrj57unpwVPc9odF1VeGl40caDeXw==&uniplatform=NZKPT&language=CHS"
"新文学史料","0257-5647","11-1283/I","人民文学出版社有限公司","0.247","0.117","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINafHXIdceeO13pj2OLaHLmR-dQS5YNncYigar3XWgaGaMtew7Wwb25m2MhhnIRDvmKhAwRhFoUFhlBJuZMnZ8IwviU26q6U8hpjsFS0ZX8kg==&uniplatform=NZKPT&language=CHS"
"新闻爱好者","1003-1286","41-1025/G2","河南日报报业集团","1.810","0.723","网络首发","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTnYGyuF9IQr7yEZ79M3bP7QJsoAud2ls1OH3sCRDMNU0FHKcKbsuUtYRP2BEw21I6wpRvsg7GZPe918q87pqnWh2YESGiKQunU1DaTpMylw==&uniplatform=NZKPT&language=CHS"
"新闻爱好者(理论版)","1003-1286","41-1025/G2","河南日报报业集团","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMW3M3NWJXUKJYMOl87UhRx2PhJXSqFgN72mXB404rG6TQ==&uniplatform=NZKPT&language=CHS"
"新闻采编","2096-0719","14-1070/G2","中共山西省委党刊社","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINFxy80pEj7Jb233h71eWicsoMQ4DacjlqPsrIpYsxDXgT5ESlfkrqBHkPmVinBnMWEa7cngNLA1q0wEdD5bfYT4sB1mO8v5aIb74SGZ6aaHQ==&uniplatform=NZKPT&language=CHS"
"新闻潮","2095-4182","45-1044/G2","广西日报社","0.171","0.052","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMO-tMHz2iOCAT0lYJuWcUWR2ktDl00Tphj0tSBKAVlQ0UYhghjHazO-iFEoo_xS5Z5z0SxyPDwusjOmvw0h15PRZpGhVtvKTAudlfX-VzEQg==&uniplatform=NZKPT&language=CHS"
"新闻出版交流","","14-1161/G2","山西省新闻出版局","","","","出版","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINUnT4HEiG575x2669OhqHvOnb5UjudlZrUcmYKJnWOBgHn-87Zjz1vL3peKgJ0HIy_Qsu06m2zcNwfKs3-fsBe8R_c3ZQj-2sCYJNOT2OZ2A==&uniplatform=NZKPT&language=CHS"
"新闻传播","1672-0261","23-1147/G2","黑龙江省新闻工作者协会;黑龙江日报报业集团;黑龙江新闻研究所","0.234","0.055","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMO-tMHz2iOCAT0lYJuWcUWR2ktDl00Tphj0tSBKAVlQ0UYhghjHazO-iFEoo_xS5ZMeQ2UKaIe-i-Uiom8G415cDes3395XXvMLXYKk7qthQ==&uniplatform=NZKPT&language=CHS"
"新闻传播史论丛","","","南昌大学新闻与传播学院;中国新闻史学会地方新闻史学专业委员会","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMcC3u4INSXADIiZsihpq8GZ_5ruMHb9EDWzEHqT-aacpOD_7wefJNWiD6FWYktYX5MEpwStAF5vVgZVvaNMe13z2IK0ew8UbV8gMBlewuzpA==&uniplatform=NZKPT&language=CHS"
"新闻传播学刊","2097-4337","10-1986/G2","中国传媒大学","","","","新闻与传媒","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxd_PdqeT6USoHk03hQVwivnNWybHZ6jNnl0Jl3JeeEFUIP6ToiSh6eKgcSUbvbKd2bFIo7hW-JbZYmWPoBFIxrKIklLtel0P3_IIl0ie-BQ==&uniplatform=NZKPT&language=CHS"
