title,issn,cn,sponsor,compound_if,comprehensive_if,tags,categories,major_categories,detail_url
"安徽医学","1000-0399","34-1077/R","安徽省医学情报研究所","1.058","0.836","网络首发|增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIND8tD28owIS07GOqMifFMt37lD6QMnYXQHdiwGL0s1P5PCRr68m-KSPjaJxQxmiXseUBf4J20-1puAQnvXqiHnJiz2sb9loEU0MUSAEwghzg==&uniplatform=NZKPT&language=CHS"
"安徽医药","1009-6469","34-1229/R","安徽省药学会","1.390","1.120","网络首发|增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOj8bVax-T4WC7HizC8g11U-rgcdld_dniVKcbkbu_IAa-RKdcfcdXgMOHLeWTM-MQg-4UNsTr4Ib9zl9S11gM1JuOk10NV5ji3XIsji2HBMQ==&uniplatform=NZKPT&language=CHS"
"安徽医专学报","2097-0196","34-1337/R","安徽医学高等专科学校","0.321","0.251","网络首发","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpNmVdJUPJL-Mr1HDH1QPoJdpNkYlR88W10BZvhSeEx5msDnnbrrR1vgRGMb6HYzAcXnPqT5V9rmrQD4o56hvk9NucmsovafUJBIMw0mPztg==&uniplatform=NZKPT&language=CHS"
"安徽预防医学杂志","1007-1040","34-1154/R","安徽省预防医学会;安徽省疾病预防控制中心","1.361","1.102","网络首发","预防医学与卫生学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOlFR6vawKyUyy22Jwv8Gdjws92Kr4Ez6Oto6Irc4IUbff4Nzkw9K4HV0oJHPGjmuUEoPFbNjPXprC7dvZbdR-Dbn2z3DoeFyniZR0iU-6GAw==&uniplatform=NZKPT&language=CHS"
"安徽职业技术学院学报","1672-9536","34-1280/Z","安徽职业技术学院","0.282","0.141","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMa3KnvOSNCyQWZ57dgQLjl40AJgvojIQk-nS7VQv4yOX0Evg2YORKqwMLTR85Tvlg5mXwr79Tlap6wf77RNQ36UciTvVJP34gTdMFM1rQlww==&uniplatform=NZKPT&language=CHS"
"安徽中医药大学学报","2095-7246","34-1324/R","安徽中医药大学","2.886","1.756","网络首发|增强出版","中医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN4d5b0Zq8bHvkC_PUZE5zOBKZ0mJFoqKHN-MB73AgxHlwLOcfsJDyCq2iFwbMXEKlTopc1HZkgeVSsbC1In_8o2yER3497bvphJBh5d7bnlg==&uniplatform=NZKPT&language=CHS"
"安家","1007-4422","21-1497/C","鞍山日报社","","","","宏观经济管理与可持续发展","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO5R7lFftcmz4sTq9QS7G_2hgjxBKYPei4AmtXpChMvX8G68N1_fSMTWGsVMajt58P7Jf4VGdSRRjVewJEBzkqVq6lQG6vjWgEPuC1Ho0-rhw==&uniplatform=NZKPT&language=CHS"
"安康学院学报","1674-0092","61-1460/Z","安康学院","0.259","0.135","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMwGoDfjsPkK3EfBY5iBm9CchTS3ML_QogSKB1NbxlzzvKGQQogMLzMLcsq_oX6jkkU5hSoY36BpmzLVFOs6WEbOJwoF5tMYZx-SRY31UAf8A==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(社会科学版)","1003-4730","34-1329/C","安庆师范大学","0.464","0.159","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN9rNs04xAo9VQdIZpTKIbDZZbPE6LPcSugmYVkuc40TVQ1_6Icb1XngflvFudcmZYuXJdkunlS3nfo14Y43oP5MCUCutTFViG8HVetMoHClQ==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(自然科学版)","1007-4260","34-1328/N","安庆师范大学","0.552","0.414","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM4lvjEa4_wQSxJ0M-CROy_ELFMf7A9zj_E-6Pm91EF5ajOzYYrCxX7zL82vX7Q5K4MD7dH1y9r25-HTmSgfnOjWN8QrkV0HlJF0N48fyNVuQ==&uniplatform=NZKPT&language=CHS"
"安全","1002-3631","11-2411/X","北京市科学技术研究院城市安全与环境科学研究所","0.843","0.550","","安全科学与灾害防治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMMLORjg9lG_DiEtaDEs-zMGj1ukYW_Fmz2ApmyZ6o_XCG-DmCOZ6-VmJnu6QpUBwgunEcxTtHE_5extvU5CqJmb3jIJJxE37yw94ofFh_l8w==&uniplatform=NZKPT&language=CHS"
"安全、健康和环境","1672-7932","37-1388/X","中石化安全工程研究院有限公司","0.667","0.540","网络首发|增强出版","安全科学与灾害防治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMMLORjg9lG_DiEtaDEs-zMGj1ukYW_Fmz2ApmyZ6o_XCG-DmCOZ6-VmJnu6QpUBwjM9NRu5K2JKUaB9_HR_UJtppX5yXteHNMt2QSJHhlplw==&uniplatform=NZKPT&language=CHS"
"安全生产与监督","1003-2371","45-1321/T","广西安全生产管理协会","","","","安全科学与灾害防治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINrx8ETGzCoThVNBlBjZIZoFWvNKibsTwFhILq0mmBK7XQ_rySN91rg1cowb6X8jzmPbjMXPMp71A0sAdUt6hc6XAmUpz51p4L_b5Rpnup20A==&uniplatform=NZKPT&language=CHS"
"安全与电磁兼容","1005-9776","11-3452/TM","中国电子技术标准化研究院","1.074","0.920","网络首发","无线电电子学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOAZzGV9OsyINqA9cpp7HoldOr8gs9ydKJJjyf9DVqyhuO7sp6EusVZZP8T71upTtBq1ZpzMyHzWY5osWTKgwFf4mYxkxCq9MlX35ihstd5uw==&uniplatform=NZKPT&language=CHS"
"安全与环境工程","1671-1556","42-1638/X","中国地质大学(武汉)","2.803","1.806","网络首发","环境科学与资源利用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPQb0RSvj8_iX2ziy-USX8qp6d9JiSZ05_3KpDVpvYTmwRSDN54coSqVaJO5nlGRuWuOZiioYGhKGRzFgQxDnfGbQsZlugnR0FRTNqLvhz2Eg==&uniplatform=NZKPT&language=CHS"
"安全与环境学报","1009-6094","11-4537/X","北京理工大学;中国环境科学学会;中国职业安全健康协会","3.173","1.758","网络首发|增强出版","安全科学与灾害防治|环境科学与资源利用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMMLORjg9lG_DiEtaDEs-zMGj1ukYW_Fmz2ApmyZ6o_XCG-DmCOZ6-VmJnu6QpUBwiuyTKQ_OusK3KsceYMkj4JCxGrYp90pU6Kl9tbAXiSKw==&uniplatform=NZKPT&language=CHS"
"安全与健康","1671-4636","35-1256/R","福建省安全生产科学研究院","","","","安全科学与灾害防治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINrx8ETGzCoThVNBlBjZIZoFWvNKibsTwFhILq0mmBK7XQ_rySN91rg1cowb6X8jzlOHVVs1sor2hHrPQ12V78K5IP75rF8Lt5g7DYDW3oy9A==&uniplatform=NZKPT&language=CHS"
"安顺市人民政府公报","","","安顺市人民政府办公室","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpY2VdwGmDpyaZLCvMpMk-nVGAls24sR_5sSd7BIZTBJczbnkNKGIOZlt5O3cW4snK15to5WaNrXCuylixUDx9aLYMBzdZPc7tHPfGMQvBIg==&uniplatform=NZKPT&language=CHS"
"安顺学院学报","1673-9507","52-1145/G4","安顺学院","0.401","0.170","网络首发|增强出版","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO077l5ra2E1RttL8-h3CFCke0UYQA0_GGy3e3sqpYGqceyoQy15MJ9-b-J6kLB9dZzT24TztHcEWbf_0gxbU6Ogqek730qcx8jyp_urjJgGg==&uniplatform=NZKPT&language=CHS"
"安阳工学院学报","1673-2928","41-1375/Z","安阳工学院","0.395","0.131","网络首发","综合科技b类综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOtCXIyo2qQpShZVF9NlO13cMsA6YnsRKaAXsprUzbIKPO5z4-ftN_5pXW1_f1YDbdDrHp20eHwOwQMHku8PyyU2P2TRcu2bXatD9XGImoPkQ==&uniplatform=NZKPT&language=CHS"
"安阳师范学院学报","1671-5330","41-1331/Z","安阳师范学院","0.305","0.168","网络首发|增强出版","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxg8m7EEp8gs55pkgC9zXCQw-cc7JRe39-WvWTktbie-DzPaUWOaKiFszzzGATIy4LEl_SSVHE7lU5XFDIuSsVdSHMXrxwZO254HSEMN0t2g==&uniplatform=NZKPT&language=CHS"
"安装","1002-3607","11-5267/TU","中国安装协会","0.182","0.120","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPjjPL-JTiqZnLKKG2XDUda3Z7onG_k3WpwKTCMrF62u6myrAFneKMc9IGu8FTe_rkn2El3aiFUVa1AlWso4uuVgk4dvDFSAXQuoXZvvQVkew==&uniplatform=NZKPT&language=CHS"
"桉树科技","1674-3172","44-1246/S","中国林业科学研究院速生树木研究所","0.757","0.573","网络首发","林业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPeNu3359VYMMRN5A2mYPUK9QztJtvsnbwP4GOAWCX2gY5uAfitP12OCeLSCSpCXeoKKC9lhkfIK5VYrB6r2nKsWf5LSrvc8zsagDwmS5QTpA==&uniplatform=NZKPT&language=CHS"
"鞍钢技术","1006-4613","21-1105/TF","鞍山钢铁集团有限公司","0.500","0.361","","冶金工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9s0ql4X8VBbZ15coy35sZ07WGAGHLx824FiYmx7CYyvYmFmtNMF24bPKaELySo4hwtr3VqELgcKOGiDEb_z6SYp3fEHQu05GdzDNAWsSaTg==&uniplatform=NZKPT&language=CHS"
"鞍山师范学院学报","1008-2441","21-1391/G4","鞍山师范学院","0.210","0.107","网络首发","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINEJbG0LVJAbPv6k06kGFX2JA-UQDS8vn3jI-YhhTwSBMZ11hWIdcnhPu3kIx3_tMYO6W-eGoG-WfJwJJIOGOwpsP-dHtwMKl9f6peAquW6mA==&uniplatform=NZKPT&language=CHS"
"鞍山市人民政府公报","","","鞍山市人民政府","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpY2VdwGmDpyaZLCvMpMk-nVGAls24sR_5sSd7BIZTBJczbnkNKGIOZlt5O3cW4smTRKCpNH0DDA3urZidvTbd-y0K_yxwt64jrOpXDo0lFg==&uniplatform=NZKPT&language=CHS"
"案例法学研究","","","安徽师范大学司法案例研究中心","","","","法理、法史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6-iEJeAhcwxr2GFsoIEeyFmy8nOocQJ4wPmy-0IyBg_JPxMv36KdMNJEyLEOtSf48sfKXs4WsCfO_NJuD_hLs5vXLD7T70PLGvcrAnZ3t9g==&uniplatform=NZKPT&language=CHS"
"澳大利亚研究","","","北京外国语大学英语学院","","","","世界历史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOZ3qZ6tjSEqNGde7Z7zoJjwyogiTwklPYT1933QTruME0pTAiHCLirtrdm9BZ5ffWE96Uod-C7jSSiiBizQA9CD59ChCUYd2BfOVstLyxXtQ==&uniplatform=NZKPT&language=CHS"
"八桂侨刊","1002-3925","45-1269/D","广西华侨历史学会","0.247","0.117","","行政学及国家行政管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPc7aCXovAm5eYsUgjhINbXlLkw2i8w4BMZScGZ_otCIDrcl2ymp06jww2s_-ckRy4vr-aWDaIzpIiEcIZ16ZZQ4-fdnTgOeWvF7J_kp4XaVg==&uniplatform=NZKPT&language=CHS"
"巴楚医学","2096-6113","42-1899/R","三峡大学","0.455","0.310","网络首发|增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxpbEsrQDwJdH9QU--yezvRMHsKIsd0a0msr9ve8WLITsdTUtdWp2oR1hsmfvLA17ANuOo6EvXUcJid3uzf6lfJ2EdwUz2YiZ1tHgJM5ni9Q==&uniplatform=NZKPT&language=CHS"
"巴蜀史志","1671-265X","51-1616/K","四川省地方志工作办公室","","","","中国民族与地方史志","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINR_YA8QkkZBUdQeYShpGxPxxFdUMrTcZEokC17-NA0oqsfEmCKR_CPn8QSK3w2Q2p_AFHkiiHoegNNiKoh5SFE7-s2xfxSmpu0MQJmtrF5kA==&uniplatform=NZKPT&language=CHS"
"巴中市人民政府公报","","","巴中市人民政府政府公报编辑部","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpY2VdwGmDpyaZLCvMpMk-nVGAls24sR_5sSd7BIZTBJczbnkNKGIOZlt5O3cW4sltGJOD1svCqmD1w9J05Os5S7Szg6un4EqBQ1I-dtueyA==&uniplatform=NZKPT&language=CHS"
"白城师范学院学报","1673-3118","22-1363/G4","白城师范学院","0.414","0.220","网络首发|增强出版","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINkG6Qvdn2-wZvSfjkdSCEyJIlgDVA4sVnkNLWYch3Tn2vUSnzL5UOYvjkn6VnnLWfnv-G097iw8_XTKq6UKb79bkRBmnU-lVIrhWvW-n-baw==&uniplatform=NZKPT&language=CHS"
"白鹿塬论丛","","","陕西高校哲学社会科学重点研究基地西安思源学院留学生与中国现代化研究中心","","","","社会科学理论与方法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOfBdENl7DqlWmeYez0uvr91lZcHmLZC96ib5ZlZ-gXmhgrDBXlUWEzp7qR7Gi5dcV7N_ESxvlDfjTNqd6LHuYCwHdEi7qe_eAUZVIKpZ2-VQ==&uniplatform=NZKPT&language=CHS"
"白求恩医学杂志","2095-7858","13-1417/R","白求恩医务士官学校","","","","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINAut2The8nouFr2MtzQoJusVX-MCDBHTYWek2BkeiEooYN0po2DaXb0eBRmssVriQyoMLTY_3wXjPwCTKPS0Ao-9uFw_XrQjEfgUFQVrNs4Q==&uniplatform=NZKPT&language=CHS"
"白血病·淋巴瘤","1009-9921","11-5356/R","中华医学会;山西省肿瘤研究所;山西省肿瘤医院","0.202","0.165","","肿瘤学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINugRN4VsnwclI4OFHIA5c2t1LTiXzfzbF6AEfxyecsDsWBtksIOKpoMbvxkdZdkQOzWKO4fleBnnS4QqdcquorQ9BPMWQn0-NIEdYe6H_1Ew==&uniplatform=NZKPT&language=CHS"
"白蚁科技","1001-1285","33-1107/TU","中国白蚁防治研究会","","","","植物保护","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINcUsd5sekv8Dodt0RdCNcd9vBhehJbFUBBJYEfI_GgE3vG1jjAQbwQLxvw88KQOp414wssQtFJ8-SLJR5XsiWZq7cdPymtnV2pp3Tg0qCPMw==&uniplatform=NZKPT&language=CHS"
"白族文化研究","","","大理州白族文化研究院","","","","中国民族与地方史志","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINR_YA8QkkZBUdQeYShpGxPxxFdUMrTcZEokC17-NA0oqsfEmCKR_CPn8QSK3w2Q2qx4V-UL7w56M9NYbzRnghcaK7_DcDiHxfkKxI0i7MgyQ==&uniplatform=NZKPT&language=CHS"
"百花","1002-1825","61-1066/I","陕西省文化馆","","","","中国文学|文化","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM9cStuK7xDhkHl0d5MzvX53jLdG4HKnyZHCRQVGVPsM1UnoB1B3dHdaXzxQAZx0ipVGVRnd43Q4fAY4sOsWJIsY15kQ_ncaH-UxHpQ77Bkmg==&uniplatform=NZKPT&language=CHS"
"百花园","1003-7810","41-1051/I","郑州市文学艺术界联合会","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINafHXIdceeO13pj2OLaHLmR-dQS5YNncYigar3XWgaGaMtew7Wwb25m2MhhnIRDvlIZR5nluVPMQnhE5o-uTJzg7PdoYpm2uRkeK5oY7GSkw==&uniplatform=NZKPT&language=CHS"
"百家评论","2095-8358","37-1482/I","山东省作家协会","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINafHXIdceeO13pj2OLaHLmR-dQS5YNncYigar3XWgaGaMtew7Wwb25m2MhhnIRDvkVpMVURlAp_p6wlNhG2R9weCtBZv_aka9Q9qu71IbMSg==&uniplatform=NZKPT&language=CHS"
"百科探秘(海底世界)","1003-7349","12-1428/N","新蕾出版社(天津)有限公司","","","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPp2nAgY2-FgFYNq2Gac5QpLyj4_KngoeO1eBdN0SdG2PiVMnsTt0cPPKZpLtxTc_3rGmA-2pZdpWdgEzIho5Va0YY2SmjoGuA8ZElgcrt0pg==&uniplatform=NZKPT&language=CHS"
"百科探秘(航空航天)","1003-7349","12-1428/N","新蕾出版社(天津)有限公司","","","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPp2nAgY2-FgFYNq2Gac5QpLyj4_KngoeO1eBdN0SdG2PiVMnsTt0cPPKZpLtxTc_3azaO6RN9EN5LCd3IDwd-jwRsfqOusKW0ebh5MjjdnlQ==&uniplatform=NZKPT&language=CHS"
"百科知识","1002-9567","11-1059/Z","中国大百科全书出版社有限公司","","","","基础科学综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPp2nAgY2-FgFYNq2Gac5QpLyj4_KngoeO1eBdN0SdG2PiVMnsTt0cPPKZpLtxTc_2HLz77Ib0obb8BK9s5sBwZTWt9DBn_FrWTxXzL94r-pw==&uniplatform=NZKPT&language=CHS"
"百年潮","1007-4295","11-3844/D","中国中共党史学会","","","","中国共产党","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPxeqsY8SFcS-0rgthGxb3VvVNtdxfo5kn9d9zSUS54F7oXfNwr5JNVV3Ybmriy4At-KfsS23bitjvoEHzNAHpMz-26iPtCjmGZUCHBGGdYAw==&uniplatform=NZKPT&language=CHS"
"百年建筑","","","北京神州百年文化传播有限公司","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMZ9kCKU6Ote4bJeQXIgwl4eudPDQxlVLnQR0Xoe2YuLnh3dtKDhG0XpKfr4ltWGY1JV7BgPcpxVDjd_ToKwHNkkgtY0_9KhB6-fSdgje0Tfw==&uniplatform=NZKPT&language=CHS"
"百色学院学报","1673-8233","45-1355/Z","百色学院","0.364","0.186","网络首发","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9eUeI0mSbYWuEVTsvX6e7nOQ5DUL17FlsXOuUE5YG7W5h0JdwewFuFXweRrY2_Va2TUqrWIRPwFRj_sTG13am9d4F2MgkhyMuOJ-aptfPKA==&uniplatform=NZKPT&language=CHS"
"班主任","1002-560X","11-1125/G4","北京教育科学研究院","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMHSBHaC9rhRaMq1YTszNYdQIHrFH_FgkcAUNybPjhfdP6I1lWWqN7DXxLYpSqs6_GncMwXLle3O7UbCvWTZJkJngK0WpV5fe9Crb3Pw_b_ng==&uniplatform=NZKPT&language=CHS"
"班主任之友(小学版)","1003-823X","42-1070/G4","湖北第二师范学院","","","","初等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINYhEwYnUpaqZHKz4HWja8_50krP3oBokRP9sQ7IFwFxeCeEDROaNmYbqY3KCA-EW6HZEyr1z1UvnWkXRgtxbfFQS8dq4Pc4XP7vEUKlOD0sw==&uniplatform=NZKPT&language=CHS"
"班主任之友(中学版)","1003-823X","42-1070/G4","湖北第二师范学院","","","","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMHSBHaC9rhRaMq1YTszNYdQIHrFH_FgkcAUNybPjhfdP6I1lWWqN7DXxLYpSqs6_Gc1f0if7Kzm_7ksbkWAaOj2XV4o9Bs0YX1ayi_H4GtjQ==&uniplatform=NZKPT&language=CHS"
"班组天地","2096-4307","10-1437/D","中国工业报社","","","","综合科技b类综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOgDMWNEQDn8F2qR39Vs6D20jdVrSO_ttAEhkGGcEXvpWoCe4Cbw5mRhnuCQXNB_c6UUvEMcCW7vC8-LsM6LKJA4nPQsLU52GeeFQ4srj0QBg==&uniplatform=NZKPT&language=CHS"
"版本目录学研究","","","北京大学国学研究院","","","","图书情报与数字图书馆","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPs8HxohhI0YPgr543bJyeQ6eSKsxQ5mQKZYb3e7HtWo408BVuu3pBQUrcXU9toGrxMRodEjTIzA47LOTZQs1Rgb5E6IFdoJGElraEdhqiRjg==&uniplatform=NZKPT&language=CHS"
"版权理论与实务","2096-9538","10-1712/G2","中国版权协会","","","网络首发","民商法|出版","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMqrf6ar6SuCJqiY62WYVUODMILyIQV19uHcMgRF8CI0yP4kdE_eQjCikW8AoQ8SomALSEmz-3QeADseRKWq7I30KveYNIJ-WBhBA9SvF36hA==&uniplatform=NZKPT&language=CHS"
"办公室业务","1004-647X","43-1514/D","中南出版传媒集团股份有限公司","0.164","0.094","","管理学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPnT4jjBQZCZQXsAqdTyB4Vvgxk9AMFdxrz_nTLSl56z_5xTcjONSsHheQrphFrEcPg2swlscY-3rbIN6FqgHyrgdHPnqnZwDrOJXf5RcrRJQ==&uniplatform=NZKPT&language=CHS"
"办公自动化","1007-001X","11-3749/TP","中国仪器仪表学会","","","","计算机软件及计算机应用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMWohkb4aTLwO5uz1Td-CzzRvMTKgnoyJJY03kRlCkXfeRLEinDHlJyVZfiK8CmkJxwzHbOmZZ5jHKfoB_pL4NKOkMqIsa-5vmr63doEiN5CA==&uniplatform=NZKPT&language=CHS"
"半导体光电","1001-5868","50-1092/TN","中国电子科技集团公司第四十四研究所","0.920","0.585","网络首发","无线电电子学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOAZzGV9OsyINqA9cpp7HoldOr8gs9ydKJJjyf9DVqyhuO7sp6EusVZZP8T71upTtAIEBv93rvgUduZIwoVa_1V5T_cwfFP1sqlzQ8drIwEGg==&uniplatform=NZKPT&language=CHS"
"半导体技术","1003-353X","13-1109/TN","中国电子科技集团公司第十三研究所","0.878","0.531","网络首发","无线电电子学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOAZzGV9OsyINqA9cpp7HoldOr8gs9ydKJJjyf9DVqyhuO7sp6EusVZZP8T71upTtBRz38rl_92-FEy2NuzWvAOvqr3PqZuXLtDzR3etbC9vg==&uniplatform=NZKPT&language=CHS"
"半导体杂志","1005-3077","12-1134/TN","信息部电子46所;天津市电子学会","","","","无线电电子学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM9JokVmQyJsm6dV7phefzIYULN6_h2GCnI3VDkKDQ8VvbeK-ursVYYy5j3jCbRka6x8zIjbLOHv-4AD6VPQeX0sTR_ZnJ82BN5ax-OTDN0wA==&uniplatform=NZKPT&language=CHS"
"蚌埠市人民政府公报","","","蚌埠市人民政府办公室","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPpY2VdwGmDpyaZLCvMpMk-nVGAls24sR_5sSd7BIZTBJczbnkNKGIOZlt5O3cW4skKvmhNHYH41NHQ0q1cbP7ONKEM7wpdJ0M73giwOsCeqQ==&uniplatform=NZKPT&language=CHS"
"蚌埠学院学报","2095-297X","34-1321/Z","蚌埠学院","0.344","0.163","网络首发","基础科学综合|教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINnEG6qXIgniwj9cQ6aq8dGBHqYon-6Og7oFM98BZzFg-aq02lGGF6-3ynZqRevZCIb-zjn2svfxI964jAQFYfn8-XgpE-bi2Fv7IO4KwcWVA==&uniplatform=NZKPT&language=CHS"
"蚌埠医科大学学报","2097-5252","34-1346/R","蚌埠医科大学","1.339","1.109","网络首发","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPagW0s0tfz6yC0ZV3lJrajOAYbgFG-r0B-D17la5fYFySu-p8ONTUJYxmr03G6o9l4XjnI09QXDAtN9-IDsEHonKf1WlBDYw-6J-kBpX1XbA==&uniplatform=NZKPT&language=CHS"
"包钢科技","1009-5438","15-1210/TF","内蒙古包钢钢联股份有限公司技术中心","0.223","0.178","网络首发|增强出版","冶金工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINW8GjytiuPaPiL0DUyKiXg46zekycFm9sABfhFN7Oj-HYP5ApPaknKGrHSUWkS6YzTQKDxRvDW_AUyLvBLnYdhnja1caFIJHb8rbPVuQsUSA==&uniplatform=NZKPT&language=CHS"
"包头医学","1007-3507","15-1171/R","包头市卫生健康委员会综合保障中心","0.303","0.188","增强出版","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPIJMuBrNQBfjLH1p0adBY9lVdEdJIU9RmlY2BKAVz7MUPnKP2K6XVUmYAe5sNMMBtRJp7pFkOz32BmkO-2hIdxY6GJA0lUnKkCrzfOjN8azA==&uniplatform=NZKPT&language=CHS"
"包头医学院学报","1006-740X","15-1182/R","包头医学院","0.532","0.324","网络首发","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMjM6lJtfyUzQx8jIbWxVz3eyRnNMlRCa4xVf_h4hGHankCF4TQc7spWOmhVKAplkr05Cf_txzibS561qmQ3-Y9L3vEeI-LcD2xwd5UOBM5cQ==&uniplatform=NZKPT&language=CHS"
"包头职业技术学院学报","1672-0903","15-1223/G4","包头职业技术学院","0.164","0.109","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOD28TJovJz2CFpsCxmLNGN7n-e8yTdLsA1VoDXMigHr6L60awfT51FEGut5kaPMgdTvsME_jjl769bdo2GYYYajL5PCE6euJqNCXHsNNVL_w==&uniplatform=NZKPT&language=CHS"
"包装工程","1001-3563","50-1094/TB","西南技术工程研究所","2.948","1.651","网络首发","工业通用技术及设备","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIND4aha9sMhIrc8r3WadEEAW9S7O_rNGhQMZJI41LNEIFeoP0z4CvqYfXQ9GtlcO1CPHq55AAlgt8G6K4mryknyGym9JOACNvTsiaBP9hB_Xg==&uniplatform=NZKPT&language=CHS"
"包装世界","1003-9929","33-1092/TB","浙江省包装技术协会","","","","轻工业手工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOtoeX8XtRbgE11UHxprmTxmJ9du_xs3g1Iui1RUx4wxNGjiiMzEhvgSXJlfI7D57uIw97tl07B-Bu2l2UaPJdh30oNvP5puL-uk1hCHVAmyA==&uniplatform=NZKPT&language=CHS"
