title,issn,cn,sponsor,compound_if,comprehensive_if,tags,major_categories,detail_url
"鄂州大学学报","","","","0.384","0.150","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDpnqBk7pram9zu7V7X68dFC01oSd2CLNzVxZJJ5YQeShzlKpVc46GoDukUEPzE7t0_IHlmSnRAJwQwBbn1Z4hW77YqZpMbYtbuQRxwitntQ==&uniplatform=NZKPT&language=CHS"
"儿科学研究(英文)","","","","0.500","0.419","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN-dDHi8wOGmJ6qPEUTg82kvYpWSU9lOpmRkM2ZYmrv3xnke4iI47LKapsOhKFNDK7IgG75EO6UWyfZoXyMOJV2-cNCMq7J6KmI6IyN-wTnnQ==&uniplatform=NZKPT&language=CHS"
"儿科药学杂志","","","","0.857","0.663","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgQUXGENO28c3WGZfKa1IKBMGeW82-Cm4IgAPtl36ZehY-HokvGhnjFNWdnbKF7SDOnYD_K97x8MRRu0UvL-MLUIb6IxoZX3N5oNGnbHRuLg==&uniplatform=NZKPT&language=CHS"
"儿童大世界","1003-4692","13-1045/C","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDZKYMWXRQj5ON8NYLGAOpumTcMYSkF3HwRZRLaBywgLptNvl_jTHpvDWwaukHVip2A0wczgFGJNAXA9ocPxLyGk0s06SCEZ587OuMQEGakQ==&uniplatform=NZKPT&language=CHS"
"儿童故事画报","1002-0330","32-1056/C","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDZKYMWXRQj5ON8NYLGAOpumTcMYSkF3HwRZRLaBywgLptNvl_jTHpvDWwaukHViog2jLpfuVM52PzyXQlSRuu3GzYiFax2Ml2FMtW7tPdUQ==&uniplatform=NZKPT&language=CHS"
"儿童画报(绘读绘写)","1005-7153","12-1022/J","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBca0Qd5Dy6qP08glhDMYigfrt5kVtXeyfJ-0rRdU7_21ZA==&uniplatform=NZKPT&language=CHS"
"儿童绘本","1673-954X","22-1406/J","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcYXNrZ-IGOO3lGjZ3wZp5D98K01iHVhYny8u2aUeiCmxA==&uniplatform=NZKPT&language=CHS"
"儿童青少年与家庭社会工作评论","","","华东理工大学出版社有限公司","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcZ0lMul1C6ySbhbDLbOyOuLpnBPt8Jw1ZbhCakeRo79nA==&uniplatform=NZKPT&language=CHS"
"儿童音乐","0421-3653","11-1656/J","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPzpxzSa-sERiZ2n3PLp3pu_16EkUzffViEmOcsMC7LWgC_rOKHHNhKurjwHZ4-vs9s192Ot0s5AU62b9Yw0H7SmoRIvGCpUwUJL73calVxmQ==&uniplatform=NZKPT&language=CHS"
"儿童与健康","1004-969X","61-1258/R","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcavVHVTTCp-KxHN5Y5CA1MogLwd-JZvHkIW057Tp6MjNA==&uniplatform=NZKPT&language=CHS"
"二十一世纪教育思想文献","","","全国科技振兴城市经济研究会","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDZKYMWXRQj5ON8NYLGAOpumTcMYSkF3HwRZRLaBywgLptNvl_jTHpvDWwaukHViply9S_yozdJl-pfi1aAH8zq1FMJ1dMJMmbpEVOkZQLcw==&uniplatform=NZKPT&language=CHS"
"二语写作","","","中国英汉语比较研究会写作教学与研究专业委员会","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPj-dJj-Yt6VsvMKY3iwSwpqqeJ1c6dUrIadH4FG9yAhJhdLRdWySI_ger7thqRGZPUEr13pLhU6-ex7fGM6gGlRaPFwpV0bngeDoGpUHOzNg==&uniplatform=NZKPT&language=CHS"
"发电技术","","","","5.623","4.538","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqXpdbE0GW6VcMsZwp3QbGfxAjaT3tYlYDhAwQMyuAkSxXhJaY1gNXObeCv1jwffut70CC0QVfS_zPAawn4DAtWtqho5R8iMtr8n8a4z89XA==&uniplatform=NZKPT&language=CHS"
"发电设备","","","","0.717","0.572","网络首发","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIObRBPSMFuzCIsFJRhikB1PkR70TTtfjVbh5cUXbTXX2BxzfjfcaijXU_UAyqpEjBIDvfZwyBnEhktWEWxJKP-YYTYzEM5ur9D9bTc36gRloQ==&uniplatform=NZKPT&language=CHS"
"发光学报","","","","1.595","1.118","网络首发","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPdiV6FsMv7gORG945hPxtUpV8FqRozBc7RVzljV-ERrVsDiJNmpv-mA42M0Iy8Z_BugtSg1-McfNzLa9nQqjn4D-_ozovzx3ZbIE2q-zt_VA==&uniplatform=NZKPT&language=CHS"
"发酵科技通讯","","","","1.448","1.195","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMJ6HiIDQ4PW9Ryv34ECHQ95MR4xPiNTDDerh2uBRyFeSnkUWPdxWFuYm3JqDvrpM6HGrcGzQPMBRUx9V2fmfyzWOl7xD8gHHc842EjjDhyWA==&uniplatform=NZKPT&language=CHS"
"发明与创新(大科技)","1672-0954","43-1401/N","","","","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMOX3xkaSSpoP4YS3nn7pODU0f9BRgNebnAjrT9rKQJ2zal0NfZldB3ICBRC8Z52d49aKsx2rfdLrbf_t1AKJcBlF7qN9SVnJ71hJaOco2q5g==&uniplatform=NZKPT&language=CHS"
"发明与创新(上旬刊)","1672-0954","43-1401/N","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcafc_--CHSvUQU0LayLz0536Q9UiRKrMrftj1Sx2_o2NA==&uniplatform=NZKPT&language=CHS"
"发明与创新(下旬刊)","1672-0954","43-1401/N","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcYk5WFyxyTtOMyLdBsCMWG9OuSeIhNMT_1iEOMx4LfEtA==&uniplatform=NZKPT&language=CHS"
"发明与创新(中旬刊)","1672-0954","43-1401/N","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcbpgiyKOl2EipjmxzHuhRYO3UdnSS-i-kzyy3oLCw6s7g==&uniplatform=NZKPT&language=CHS"
"发现","1004-5023","11-1585/N","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcYnSyE3N8rblEvkltO0TfmZzXHy8UfZMaM1QrqwvlMUrA==&uniplatform=NZKPT&language=CHS"
"发育医学电子杂志","","","","0.660","0.503","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsW56qiMsy-pvt8jOg3wE-AboKunKPWkURJBuDG3n-YgW3Bc_vfy8ZXdnlW3aFLaToQ-nDhcUuVWEb6FTntmHtd1INEYrG7uoGYdlxCHdQJQ==&uniplatform=NZKPT&language=CHS"
"发展","","","","0.262","0.105","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINpv7j6m4C8Oh0I2UA03S2TEHmW3pa330Fh6qQIIeishDdpU9vy1uyaBcZ-QtiqTVFqEKIaUfounPG7zK_Qvev6PYlabUInJlJcpd4rThTdIQ==&uniplatform=NZKPT&language=CHS"
"发展改革理论与实践","1003-6709","44-1729/F","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOl9LpX94p680FuTtIUzZyrY50hFACTBZEvat3o7lLQ0IvIRVaYaEgq-6bkyuUV_ebqoo6e9QaOXnebBARM8IWLOqqifqQ_HZ1Z3uhRwpIIrQ==&uniplatform=NZKPT&language=CHS"
"发展经济学研究","","","武汉大学经济发展研究中心","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOl9LpX94p680FuTtIUzZyrY50hFACTBZEvat3o7lLQ0IvIRVaYaEgq-6bkyuUV_eY6KcbGhs_4wKf-n1hMZD8bNVhHVHuDN5kKi5cCNFimZg==&uniplatform=NZKPT&language=CHS"
"发展论坛","1006-5210","37-1252/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoK2m0K0UIkSx4_EIPuDpeYco5wG8uBz6uXi4ZoZhYOvYA==&uniplatform=NZKPT&language=CHS"
"发展权研究","","","华中科技大学人权法律研究院;华中科技大学法学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoLG-atQcasldsFDnQYc79oY0IUwZL4ESyJ3IDBBw0V9Rg==&uniplatform=NZKPT&language=CHS"
"发展研究","","","","1.022","0.710","网络首发","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINODpk3KFTuHjMv2yGyVlM2_15gvZzAJD4rk5k3bGp2RiC-jmwo2rPmxx7ixYUL0P373Th6hjGdbJ2vgH25CTKBIwa714tHYPAnFWEDK1kQ4g==&uniplatform=NZKPT&language=CHS"
"阀门","","","","0.258","0.160","网络首发|增强出版","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINGP0JbfX7Ml_6pHCf6qh1oWQ-4nIyryXE2GdzHezhBwluEFfCyEVQGU4fHscRHfHxg-ubeGPQ8tQ3XrpD1ysqLUQu3o8wXKk6GehaD5eV1dg==&uniplatform=NZKPT&language=CHS"
"法大法律评论","","","中国政法大学研究生院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFrx7P_DrQ0gd7pARUGsPON2wwrgByfv66XtBVvSKZFkCkQ==&uniplatform=NZKPT&language=CHS"
"法国研究","","","","0.918","0.510","网络首发|增强出版","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN1F-CXXp5yTZiqHp7jQdh78L5e5n_oTsCg_a8eOW21pm1OjSa2Q9ayXyGrTnCKlZf6fr_mkSRMUfpNs4pSxEACFAXB9rFGJcZE_RsvCbbu0A==&uniplatform=NZKPT&language=CHS"
"法国哲学研究","","","复旦大学哲学院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPj-dJj-Yt6VsvMKY3iwSwpqqeJ1c6dUrIadH4FG9yAhJhdLRdWySI_ger7thqRGZM82YQaZ_hpMvCYk3HNCiCInjj7xpxJsE_oUvuUEyxb3Q==&uniplatform=NZKPT&language=CHS"
"法理——法哲学、法学方法论与人工智能","","","中国政法大学法学方法论研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFry-TYaU9DGzgrOo_eEK7MFCfpfGWGWC82D4sNa1r3NrXg==&uniplatform=NZKPT&language=CHS"
"法理学论丛","","","吉林大学理论法学研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFrwgRzxLfh-si-KIXg8EWZpZ19eSkOwbIIT5-s9gJ2Md_w==&uniplatform=NZKPT&language=CHS"
"法律方法","","","华东政法大学法律方法研究院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFrxnph82RKoXGoxeJYtc795NW6Yw9UCfMk93PZy3DRFnlw==&uniplatform=NZKPT&language=CHS"
"法律方法与法律思维","","","华南理工大学法学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFryHcLtNUtIuIq00URfsgMHK4IHqIElu12EIFhWF3cP9ag==&uniplatform=NZKPT&language=CHS"
"法律和经济科学","","","四川省法学会律师法学研究会;四川驰腾力教育咨询有限公司","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoKDfdpaLBNhhIJGrsdQL7P5eLtP8Uuq-uj9fX9lbjD3BA==&uniplatform=NZKPT&language=CHS"
"法律和社会科学","","","中国人民大学法学院法律与社会跨学科研究中心;中南财经政法大学基层法治研究所;北京大学比较法与法社会学研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFryXKxXCQvxEnJkHlgpNPU0K5V70qdsd5LogAeCTGqAHXA==&uniplatform=NZKPT&language=CHS"
"法律和政治科学","","","西南政法大学行政法学院;政治与公共管理学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINPaxRFmZwARF-4BE_gHmVoXGAvKcD8G1mNYfejwbpuwLYarZuBCq0uh-JfZ_cXFrxnMG2c-rf2PMHNUkil5WaeKxjI5mD1Eejx5m9lBjapQQ==&uniplatform=NZKPT&language=CHS"
"法律科学(西北政法大学学报)","","","","15.129","8.995","网络首发|增强出版","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIODA0rJUAr5aT0kitPvK7rYksRuSdKiAqsD6VZ9wLJQeWkcJeiHgKw-D_yhOFTbFMuu1AnUFNOrytc6USikOc0tny-AgQFcAdUBompNHgbe-g==&uniplatform=NZKPT&language=CHS"
"法律社会学评论","","","上海大学出版社","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoIRbMegTocVROtciiaF4DprfQ9Uii2W8-GukaGMT3b-0w==&uniplatform=NZKPT&language=CHS"
"法律史评论","","","四川大学法学院;四川大学近代法文化研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoICx0a-wTqZb1o_aBNkhvf1CGYi9QcT9xRmW8gzAKfg_g==&uniplatform=NZKPT&language=CHS"
"法律史学研究","","","中国政法大学法律史学研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoI0nSKfAtdQ0D_rsYHPUzFia8qRVRULZ16rYS4M8rkVMQ==&uniplatform=NZKPT&language=CHS"
"法律史译评","","","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoLyM2w3RkBtbGRjUU0yk0YYrWPv2Wb2p_SUM5RL_q1qoA==&uniplatform=NZKPT&language=CHS"
"法律适用","","","","7.138","2.742","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINYbkF3f8G6BodwnDhMZqwJXnF8_Yumj1fMoDG3ZSBXMRt4zy2zbZEcQ7CdcIQjbmxp0cFGpz1_dVv1iXV3nPAmDMn5g3IuYncULYN2KtaoOg==&uniplatform=NZKPT&language=CHS"
"法律适用(司法案例)","1004-7883","11-3126/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoIAJKsd922JrB2iHCgUv_CYyiWFyG56M6FPAk57N29eUA==&uniplatform=NZKPT&language=CHS"
"法律文化研究","","","中国人民大学法律文化研究中心;北京市法学会中国法律文化研究会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoILmH9t5bIKIhdj1RoHaJL0cMfe73a2LC0rSbQKwimiIw==&uniplatform=NZKPT&language=CHS"
"法律与金融","","","华东政法大学","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoJPCxy3jvSZGFtaAehMQq_I7o_FXTk7_egScH9T8IeJEQ==&uniplatform=NZKPT&language=CHS"
"法律与伦理","","","常州大学史良法学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoIlO9E-DpUbPGrEMsmXGadUNgSccnvDo0keiFellUUPwg==&uniplatform=NZKPT&language=CHS"
"法律与人工智能","","","浙江省哲学社会科学试点实验室-浙江大学数字法治实验室","","","增强出版","社会科学I|信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoIyT1jf0x8UvK7ovDHpBNpPhe3rWkrCjY0tPphjdP__Zw==&uniplatform=NZKPT&language=CHS"
"法律语言学说","","","江西农业大学法律语言学研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoIe-F1zipNg099cl4osz5TkyL3jmMn02lr27CE3LSCQAQ==&uniplatform=NZKPT&language=CHS"
"法人","1672-6545","11-5193/D","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOl9LpX94p680FuTtIUzZyrY50hFACTBZEvat3o7lLQ0IvIRVaYaEgq-6bkyuUV_eaGlZJBtQUtB9DUEsECbIPqYWN7PnAv8S0dsAtLMfyvQQ==&uniplatform=NZKPT&language=CHS"
"法商论丛","","","中国广播电视出版社","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoKJ896EnsySDLpTmh81nY75UCHcjyTcmHWhKWsxpudr2g==&uniplatform=NZKPT&language=CHS"
"法商研究","","","","8.833","4.381","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw6SR-zoAiV_4B2lH2n_lyz5ru2R5p5jvAxLccub4vzYMA==&uniplatform=NZKPT&language=CHS"
"法史学刊","","","中国法律史学会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoI8kaIA8QnqpGMQ53SmOMf69d_k0C33U8eR0ac76AuinQ==&uniplatform=NZKPT&language=CHS"
"法学","","","","8.963","4.787","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw6xjCEgGgCAt2Gi_314Qrf6dOVOzTeyYJcVSaNuG0xwqA==&uniplatform=NZKPT&language=CHS"
"法学家","","","","8.122","4.583","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw75gKyrwtJHh1Pltiqo7ri_oy_3tOwA7cyW6nrshbeAjw==&uniplatform=NZKPT&language=CHS"
"法学教育研究","","","西北政法大学","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjfw3ivTOmokL3DTxjjabW54hiywuladCDf_OBSNx1KNtTcg7ySnpjHfcLCWqNBcYiqwkBpbeTjy6Cln32OQjoQWmZxPH2iDvLbyZFD6SHog==&uniplatform=NZKPT&language=CHS"
"法学论坛","","","","9.160","4.775","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw4MY2a-vDwj8dfz-mTa5jkfKrOIrkq7wAU9G-y-nnMpeA==&uniplatform=NZKPT&language=CHS"
"法学评论","","","","9.597","4.913","网络首发|增强出版","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw5P53XS8CM1pkTZz2bXaYwxgmfYTCuo4vWsYyY7tXIQRA==&uniplatform=NZKPT&language=CHS"
"法学天地","","32-1049/D","江苏省法学会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc_UFZfk7F_9sgMHOPohzd9U7WgeulyAapDdqse4vOc78e7HqUresrlEnq6y8ryoK9eeV8Uz3zS7YDUgJRfrjzjepsjWqa30XwuMAgahYwKg==&uniplatform=NZKPT&language=CHS"
"法学研究","","","","16.135","11.264","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIODA0rJUAr5aT0kitPvK7rYksRuSdKiAqsD6VZ9wLJQeWkcJeiHgKw-D_yhOFTbFMtKZdJOgC6CJ7nEWh91-kxwJ9wW7Qz3nS8isknJ3NGnbw==&uniplatform=NZKPT&language=CHS"
"法学杂志","","","","9.436","4.797","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvSVUmYz5Se_s_WLa4WkjdySBksUNqI4zsXogg7sYVpnD7sO9TXE3ivRWIIKcTYw6DJwncGeqo2dNusQGy1AgocfP3gWcGdKnLDT1_mDZdGA==&uniplatform=NZKPT&language=CHS"
"法医学杂志","","","","0.674","0.505","","医药卫生科技|社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsW56qiMsy-pvt8jOg3wE-AboKunKPWkURJBuDG3n-YgW3Bc_vfy8ZXdnlW3aFLaRj6HSJezl4ys3-GxXj2SJx3vBmsK-ijSHiWrcDzjtqfw==&uniplatform=NZKPT&language=CHS"
"法音","","","","0.120","0.071","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMCNww5Acxyz_Dj1UoS5p2gfHrYd3zs2TmzZJWCN-ftla9ANUJbEKqyac1yR-_UmrWao4z_9KILhvVigItsHtv8eD3ILGkENjLRrNEG3xNO0w==&uniplatform=NZKPT&language=CHS"
"法语国家与地区研究","","","","0.178","0.041","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINBJWQOJrk4G546bu4OjJeXbscxTb-3LA6vxxCsYWsIVv0Hxc-g7pcL24lFG7A7wd1Q-KUfD1gi7ZXaHWJmfUCR25-COjQeXlDyGBD4tjKL4Q==&uniplatform=NZKPT&language=CHS"
"法源","2097-6429","10-2014/B9","","","","网络首发","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsOt8nmXydrHb2KjvVa-4GDNpf_k7iOEq1Wn6UGysNIZrH60w7VPkHT5kvh47AGFsDwH3iEY8xC4GjMeMLGOpmBqKHwBRXydTyOBBAJPNJCA==&uniplatform=NZKPT&language=CHS"
"法哲学与法社会学论丛","","","中国政法大学中欧法学院法哲学与交叉法学院研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMsL3-2ETs77-OlgPZ0GE-4SmwSjGOR_xST-ow-5WsobEGLfgZGJpY7-ahf1e3FZbJv0vDudHvfsc7oL5tLhKMj7Ij4A6cz8mbFooitR3tIYA==&uniplatform=NZKPT&language=CHS"
"法哲学与政治哲学评论","","","同济大学法学院法哲学研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMsL3-2ETs77-OlgPZ0GE-4SmwSjGOR_xST-ow-5WsobEGLfgZGJpY7-ahf1e3FZbLYvGR0HfUYaDurCu1A-DKFknW8aNjySyqeqnCL7VRkmg==&uniplatform=NZKPT&language=CHS"
"法制博览","","","","0.177","0.040","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOWV4p-jYdUtaZzUbe7IUQGIOmsT2sPIhshIgKf3H_sWAwGXBE5cjk34tbC7lZ30mtnTK4VdR7LkAJiwNVPMxInmWYd59Yd34tDB9V4eoHl6Q==&uniplatform=NZKPT&language=CHS"
"法制现代化研究","","","南京师范大学法学院;法制现代化研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOLhjDLfhGaEtoZuPfAgOnoZhZJJdjTDzvA1cTIfiaYumkticOvEtun_d0eRWVOsruE8n6gfemptdjVs6LIW3tlUsHvJ4IfjHvQjLkt6h7_Cw==&uniplatform=NZKPT&language=CHS"
"法制与经济(上旬)","1005-0183","45-1188/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOLhjDLfhGaEtoZuPfAgOnoZhZJJdjTDzvA1cTIfiaYumkticOvEtun_d0eRWVOsrv2tkAQS1hUCu_gz0MaI4y3ftm29g37ztD_zqJZ3YkDbA==&uniplatform=NZKPT&language=CHS"
"法制与经济(中旬)","1005-0183","45-1188/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOLhjDLfhGaEtoZuPfAgOnoZhZJJdjTDzvA1cTIfiaYumkticOvEtun_d0eRWVOsrt4YYOY3nqooASqDgRSqFgzrcHUSuHeEfcuQ3_aONPsKA==&uniplatform=NZKPT&language=CHS"
"法制与社会","1009-0592","53-1095/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOLhjDLfhGaEtoZuPfAgOnoZhZJJdjTDzvA1cTIfiaYumkticOvEtun_d0eRWVOsrtQs9cZJLpMNIxsvkCBS--gSHV0leeeTc-xO1rMBIxvGg==&uniplatform=NZKPT&language=CHS"
