title,issn,cn,sponsor,compound_if,comprehensive_if,tags,category,detail_url
"建筑史","","","清华大学建筑学院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu7KBbj-FjiYpfBF_oSvaEzSUR0kI1me6wOAnU1hP24Ukw==&uniplatform=NZKPT&language=CHS"
"建筑史论文集","","","清华大学建筑学院建筑历史与文物建筑保护研究所;世界建筑杂志社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu4C4OEuK6azwdu9WR9K4U9VODx9QCWvvmxuX3N-zy1gUw==&uniplatform=NZKPT&language=CHS"
"建筑细部","1672-4518","21-1488/TU","大连理工大学","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu4GOg1zehiuWQuN0t39GqmEEIs-VkhzUumO6_ibTz3hEg==&uniplatform=NZKPT&language=CHS"
"基建优化","1000-7717","61-1146/TU","中国基建优化研究会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOL3s7oAryLMJ0Hl39J0Mj7HhoQLn6byaeTXHrFqtRSJmELnRPOt5ln5j6hx_ntZu7YSwdqBdGG8s7NDjZ2Z5zpwPXCT9H-J6S-XgMWAq-NjA==&uniplatform=NZKPT&language=CHS"
"吉林建材","","22-1252/TU","吉林省政府建材行业管理办公室","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAit6PM1lxF5Fm-P-4nsVUaIpNxLv0zm5jjsN0i9Xzn8EFg==&uniplatform=NZKPT&language=CHS"
"技术与市场(园林工程)","1006-8554","51-1450/T","四川省科技信息研究所","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAisNY6qnqlXYOhaRRmTJzkgenO9x1s5aTcb_nU3QvacCYQ==&uniplatform=NZKPT&language=CHS"
"辽宁建材","1009-0142","21-1376/TU","辽宁省建筑材料工业协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAitRaFUUdz_m_ZKpwJwfScQhPTJzsi-5joeKV2tl-EZJyA==&uniplatform=NZKPT&language=CHS"
"理想空间","","","上海同济城市规划设计研究院有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAiuClqUzMDutPjaNETUNipfEgttHeqefw25o0qhv9_CSOA==&uniplatform=NZKPT&language=CHS"
"绿色环保建材","1673-6680","10-1213/TU","中国建材工业出版社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAivG8bHBb9sLd1I-UVeZgwDu2VIwLteqolcVEkLWRlvqqA==&uniplatform=NZKPT&language=CHS"
"门窗","1673-8780","11-5552/TU","建筑材料工业技术监督研究中心","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAitcaSuBKe-gqMuw-pH_cI2BqTXII0xRpTBMAFwIOzRtxg==&uniplatform=NZKPT&language=CHS"
"南国博览","2095-2600","45-1382/C","广西师范大学出版社集团有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAitdT3X-Z5G-feItIdHbeEH6z7YQXL8pwfktD-i5qoe2SQ==&uniplatform=NZKPT&language=CHS"
"南京建筑工程学院学报(自然科学版)","1003-711X","32-1310/TU","南京建筑工程学院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAitym6tL8XqZ5B185tuBkOEaDyNAuyTCZcnAaA8p2kFeSw==&uniplatform=NZKPT&language=CHS"
"墙材革新与建筑节能","1006-9135","11-3732/TU","中国建材工业出版社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAiszbgfkvyNThgkkicNRLShPVuWjsnvJamxIE3J8YGycSQ==&uniplatform=NZKPT&language=CHS"
"人类居住","1004-6658","11-3083/TU","住房和城乡建设部人居信息办公室","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAiuuhpLI0uGMpRTL5gQLvoBHAuOLP71cXDZIZwljqsG7Sg==&uniplatform=NZKPT&language=CHS"
"人文园林","","","浙江人文园林股份有限公司;杭州人与文化艺术有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAitFp9W9y7DJuzHcfeb2hlPMIPSzIqBRzInrE3k8oDVXWQ==&uniplatform=NZKPT&language=CHS"
"瑞丽家居设计","1672-0970","11-4968/TS","中国轻工业出版社有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAivrf4ijL4N9zbGFQZrDxMwtUUSL2Rd7n_St4ISDyNdXcw==&uniplatform=NZKPT&language=CHS"
"上海建材学院学报","1001-9553","31-1549/TU","上海建材学院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINwdkotdvKerfqgO6bLbrHH9xyNPzAB96HS9srLMiNO4hg0QaIdaVc4iaFQfwWNAisE42Q-33axzN4UDfa05xsq9xCyfzkX9RY6w89vcjBAww==&uniplatform=NZKPT&language=CHS"
"设计家","","","上海吾爱庐文化传播发展有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832coK87Naf2RwvT8WCaDIALRs8gXuD04dYvMtVKYnc7bRQ==&uniplatform=NZKPT&language=CHS"
"生态城市与绿色建筑","1672-9269","11-5299/G0","中国对外翻译出版公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832fRoYnsjPBrgOdXhmyYPwMsYthHsa6PO1C5SJ9KWqmeyQ==&uniplatform=NZKPT&language=CHS"
"施工组织设计","","","中水东北勘测设计研究有限责任公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832ehZsRw_Y8OpUfTYBmcib97VtuDkSu1wAwFNFeNoDBP4A==&uniplatform=NZKPT&language=CHS"
"天津规划研究","","","《天津规划研究》编辑部","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832cCuqPsrnNe4J5Hb5XMurMvTDrWZNKqoCZJEyRYy7QJ9A==&uniplatform=NZKPT&language=CHS"
"土木建筑学术文库","","","河南省土木建筑学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832eAQ4Bo2kWGx2N-iHUSAMFD7nPkD4ngPeUYBXl-0zBZXA==&uniplatform=NZKPT&language=CHS"
"现代装饰","1003-9007","44-1031/TS","深圳市建筑装饰(集团)有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832dUqHoh3eM5LInJoFn84G27fjiqsa498EmdvkV5BKj1CQ==&uniplatform=NZKPT&language=CHS"
"现代装饰(家居)","1003-9007","44-1031/TS","深圳市建筑装饰(集团)有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832c5q43FG9MpXPne6KDtI-KQlKNoyEXL-w8XRYlbl88VCw==&uniplatform=NZKPT&language=CHS"
"现代装饰(理论)","1003-9007","44-1031/TS","深圳市建筑装饰(集团)有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM6cgA769PQsf4OpseLiXNDcqU5UOfJ1v06i4cxYa2SnaK0gJifpjzzMdbvZHW832dYhkUnN89HEFAG79x9HQ2yzc2h4Fs0E66WPeA3speBKA==&uniplatform=NZKPT&language=CHS"
"消防技术与产品信息","1002-784X","11-2628/TU","中国消防协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF82rRBMxlzEjJ8-GFwOJ1PGh9XWvqmtaqrgWFF45WdufA==&uniplatform=NZKPT&language=CHS"
"西部大开发(土地开发工程研究)","1009-8631","61-1373/F","陕西省决策咨询委员会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF-Ob_3xhkRBMAwXVcLxAPHgUBGivzVZoM0wzD1OuDXrBw==&uniplatform=NZKPT&language=CHS"
"新材料新装饰","1671-9344","61-1396/TU","陕西奥雷文化发展有限责任公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF88g7sj-jLDEQ4LYHELkDRJaGCGHVqyuryiiEnuaKDQog==&uniplatform=NZKPT&language=CHS"
"新城建科技","2097-6712","23-1621/F","黑龙江省寒地建筑科学研究院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF_UH78IefPHVxp5R7T0Dqyb6pFcTQiOhVtNwqI8Qodh8w==&uniplatform=NZKPT&language=CHS"
"浙江园林","","","浙江省风景园林学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF_FkgG0RP1d0BHU_rHmxVVAHBKxAJz2UEuIIdY3yN0fwA==&uniplatform=NZKPT&language=CHS"
"中国建设教育","","","中国建设教育协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF-XYxwH69WfeYGVzJqrGtN1H0Eh6rf8QnWo8AVzOZ1XuA==&uniplatform=NZKPT&language=CHS"
"中国建筑教育","","","全国高等学校建筑学学科专业指导委员会;全国高等学校建筑学专业教育评估委员会;中国建筑学会;中国建筑工业出版社","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF_CiokN0Tkgi3yK_PcJCCX2wLL2I_P4Lg5aQy5OCdlCgQ==&uniplatform=NZKPT&language=CHS"
"中国建筑史论汇刊","","","清华大学建筑学院","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF-CWRDC6tN5bt-2Voa5Cbxe3HmALsfaAaVJW_k7yr6V2Q==&uniplatform=NZKPT&language=CHS"
"中国园林博物馆学刊","","","中国园林博物馆","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF98DIFt24KM63ak01uWRkFMNfi1njHQjZRLUDNCEvj7XA==&uniplatform=NZKPT&language=CHS"
"中华建设","1673-2316","42-1732/TU","住房和城乡建设部政策研究中心;湖北省土木建筑学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF8bmBrKTs94SN7vBcybeRphliyrZJkZ-Caywsu-oh7Bwg==&uniplatform=NZKPT&language=CHS"
"中华民居","1674-3954","10-1708/TU","中华建筑报社;北新塑管有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF_F4r7WKfX93ezyAoSyN-XggViSqPVh2HvRJjuCWqoZkA==&uniplatform=NZKPT&language=CHS"
"中华民居(下旬刊)","1674-3954","31-2015/TU","中华建筑报社;中建三局东方装饰设计工程有限公司","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF9etU3xJO-5FUwLj9zD-eZrgWvCrmJtAMQGG2_gDlvIiw==&uniplatform=NZKPT&language=CHS"
"中州建筑","1003-4188","41-1117/TU","河南省建筑学会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYnnJ5Ld4udCpnGQOCF7pFu-Ugv8yhNZvTZMBiDPqWoo8S6cG6_0nasjUkoQ2OqF_V7pIrFYWYjGgtRsUEWu2Pm8Pjyzp80kJp7bAW6Kc09Q==&uniplatform=NZKPT&language=CHS"
"砖瓦世界","1002-9885","11-5376/TU","建筑材料工业技术情报研究所;中国砖瓦工业协会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINo0KvpnbX-Sgp0QZKCZlXPYiu2Kyk6lIUoIK26hzs9GckrnLPkSMHtQC8ZWCmsRqFSzJMCTG-yNtn-zmCKf6Cjj-yzryssKsPwllwShj1U1g==&uniplatform=NZKPT&language=CHS"
"资源与人居环境(城市)","1003-8000","51-1102/F1","四川省国土经济学研究会;中国国土经济学研究会","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMQCzZ1xw29ahapdcUEZgy8vNd5kekGOiYESSW8SVcreXRIkaxMCiWRRDbSCQ-nFmx-FAGxtBYNY6bbEUn_WaEtf7GIJe3pQVx0DCXzHJz5dQ==&uniplatform=NZKPT&language=CHS"
"山西古建活化利用论文集","","","晋城博物馆","","","","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMQCzZ1xw29ahapdcUEZgy8vNd5kekGOiYESSW8SVcreXRIkaxMCiWRRDbSCQ-nFmzdK7gzeLWH7buRyv3_RXpBwnk4bBKr31H1Z8bV3P-p3Q==&uniplatform=NZKPT&language=CHS"
"中国城市规划知识仓库","1674-0238","11-9145/TU","中核战略规划研究总院有限公司","","","网络首发","建筑科学与工程","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMQCzZ1xw29ahapdcUEZgy8vNd5kekGOiYESSW8SVcreXRIkaxMCiWRRDbSCQ-nFmykQwokVXpC4MrbGEbdgE1-wvm2MwSu2MlmfW-ZYCvdnw==&uniplatform=NZKPT&language=CHS"
